customer_id,latent_0,latent_1,latent_2,latent_3
20600,-0.06392768,-0.0374179,0.2441994,-0.12618518
6485,-0.108016364,-0.041427307,0.24314226,-0.05829178
1528,-0.023131225,-0.36375773,0.19929354,-0.12712839
11791,0.044624373,-0.29623178,0.23791172,-0.31944823
25752,0.04782739,-0.08879887,0.24052437,-0.099701524
11560,-0.064130455,-0.120727725,0.18864669,-0.0645025
30102,-0.20670833,-0.03438083,0.1083841,-0.054328673
33938,-0.14083494,0.11445717,0.25589797,0.6422739
29451,0.21227238,-0.24781495,0.20766345,0.252602
45413,-0.16180798,-0.082177415,0.14474529,0.5589735
32109,-0.14003801,-0.12087052,0.24545008,-0.072709516
26394,-0.04979272,-0.08665225,0.057129133,-0.1538221
24795,-0.40473127,-0.06722936,0.032491438,-0.20870137
15351,-0.25250703,-0.0640419,0.2551463,-0.053292062
30168,-0.09726976,-0.104222074,0.25964463,-0.07406677
23964,0.09237181,-0.05974103,0.28539616,-0.22084574
47710,-0.17120546,-0.12651818,0.07261774,-0.055617895
47418,-0.11186384,-0.1222646,0.057851728,-0.03628777
35873,-0.070027426,-0.04110311,0.24063274,-0.03146315
27189,-0.08090838,-0.08579633,0.13007368,-0.015552353
8190,0.20431916,-0.12948371,0.25015154,0.11487062
46991,0.07614568,-0.28668916,0.2828088,0.30343145
2816,-0.4289897,0.022526478,0.16713503,-0.3133931
31645,-0.14312112,-0.04906558,0.17923571,0.6299067
29739,-0.09434129,-0.06632796,0.22707526,-0.1252679
21819,-0.025980204,-0.26857606,0.22111031,-0.03398026
17669,-0.06324151,-0.13819546,0.21522032,-0.107875556
49303,0.15465261,-0.2791663,0.17890608,-0.26368827
37229,-0.24712437,-0.09181708,0.22322045,-0.34540907
25940,0.2783823,-0.19727089,0.30552402,0.41228604
20125,0.32409304,-0.1816773,0.2527355,0.36162242
32785,-0.4875209,0.14823546,0.1719043,0.15386064
31838,0.35753077,-0.06668589,0.30661884,0.71373785
23998,-0.036518775,-0.007685822,0.2996036,0.7020084
47644,0.054275014,-0.21808004,0.26264814,-0.12069191
23301,0.1745466,-0.14811619,0.25670877,0.34294978
40807,0.023733243,-0.29604548,0.14394394,-0.09608464
33205,-0.4350898,0.12631525,0.11451495,0.13712145
46793,-0.19681297,-0.19369803,0.23503235,0.002008234
12182,0.03605681,-0.23966132,0.16294332,-0.22704081
48607,-0.3537916,0.19759881,0.19790633,0.10735745
46748,-0.066597246,-0.1739001,0.18162106,0.73994714
15560,-0.029707396,0.017236255,0.21679734,-0.104712754
18464,-0.20431983,-0.13052776,0.17942631,-0.15098332
33179,0.109245576,-0.19799016,0.24771167,-0.23156202
30444,-0.11239673,-0.1846809,0.16542332,-0.10341652
16031,-0.08847867,-0.145834,0.080429025,-0.14446437
21329,-0.5065091,0.24751791,0.13245513,0.23557098
31104,-0.040364023,-0.07015947,0.13718958,-0.11612649
27702,0.17543168,-0.25997907,0.28417793,0.3215849
48360,-0.07558647,-0.16354151,0.26700366,-0.15435702
43287,-0.44842824,0.1797461,0.108518645,0.12980126
15298,-0.12508394,-0.28543174,0.17069383,-0.07718653
21318,0.17489697,-0.22247964,0.27225208,0.2830721
15483,-0.1193643,-0.077890635,0.19376718,-0.074492164
4234,-0.17332923,-0.5012462,-0.3372278,-0.44810858
44210,-0.25814882,-0.4901141,-0.2517646,-0.18271744
8019,-0.12993416,-0.08755628,0.18963648,-0.19196595
6229,-0.2984676,-0.05071505,0.1691414,0.024115063
34796,-0.017856583,-0.29031014,0.19018716,-0.100233786
11679,-0.021173168,-0.18689924,0.27805036,-0.11202513
48060,-0.095562324,-0.124095134,0.19138445,-0.11088393
46913,-0.22912852,0.024979655,0.21780312,0.70552593
3433,0.10591557,-0.10018079,0.16925342,-0.23038697
14772,0.3512417,-0.07544295,0.30805254,0.3618975
8988,-0.37250683,0.22799227,0.12354734,0.069973774
40712,0.0034693128,-0.36177352,0.25401744,-0.12400887
35711,-0.18321942,-0.08798088,0.12629545,-0.28737962
7922,0.21852182,-0.24070334,0.33331233,0.35130864
28475,-0.14608407,-0.059557993,0.2346993,-0.08403247
45129,-0.12603076,-0.069936015,0.24354456,-0.06318218
5753,-0.4820605,0.13282366,0.12179791,0.07371197
32976,-0.09431242,-0.08718884,0.24134266,0.010927233
47139,0.09202695,-0.15951917,0.19320053,0.2931127
26282,-0.15957046,-0.16563112,0.19400476,-0.057237748
39798,0.16522425,-0.2701705,0.14833416,-0.14127493
47342,-0.0007996967,-0.3236496,0.20841086,-0.07877595
30275,-0.14226744,-0.12769239,0.09710262,-0.058366
34001,0.26129463,-0.23829609,0.1657253,0.31851175
46299,-0.09609395,-0.645905,-0.35135996,-0.2807024
4876,-0.14235885,-0.07307222,0.26201862,0.7459096
12777,-0.37830606,0.18137136,0.09687041,0.12305177
33438,-0.09307019,-0.13515452,0.15565805,-0.05026629
35747,0.0748087,-0.22698762,0.090607546,-0.17549886
13288,-0.16165148,-0.12590657,0.20289163,-0.07839137
3053,0.16822064,-0.1552608,0.28429013,-0.33066687
24648,-0.00849224,-0.3913157,0.09463853,-0.13787682
36914,-0.0038184708,-0.29990298,0.2492597,-0.08265711
22964,-0.08455782,-0.09720587,0.13044098,-0.13542031
4072,0.07284702,-0.17827716,0.15928617,-0.31430143
23102,-0.034754973,-0.33766127,0.23005159,-0.101380944
44387,0.13022235,-0.1940283,0.14233045,-0.17477818
32484,0.16071704,-0.23477301,0.3180207,0.23981361
13793,-0.30719548,-0.045025025,0.24319953,-0.17132573
42903,0.2289264,-0.28283498,0.26376605,0.33704624
28454,0.116035186,-0.23951909,0.24927,-0.25870523
19201,-0.11693449,-0.1175303,0.16339387,-0.08817328
1615,-0.49127227,0.16273816,0.07594938,0.21462959
32428,0.24769436,-0.24202305,0.30457446,0.2606213
8834,0.057584357,-0.083176956,0.22977309,-0.11102077
5326,-0.20295522,0.069736585,0.23745936,0.59591657
42118,-0.07446586,-0.11830658,0.26601446,-0.0718534
41144,0.14763135,-0.10371004,0.2737494,0.31793618
7302,-0.50912964,0.2816305,0.07909477,0.1870023
34453,-0.051709305,-0.14580621,0.078629896,-0.12059994
44902,0.054385617,-0.19626875,0.15150984,-0.18158938
47157,-0.171403,-0.026096737,0.16055359,-0.013507967
30006,-0.086018175,-0.016658694,0.11192743,-0.057923745
40592,-0.12594235,-0.18864597,0.16111466,-0.074311376
29713,0.11539623,-0.19688877,0.21002598,-0.12340549
23287,0.14191324,-0.18218401,0.3229934,0.3824319
26980,-0.18435267,0.009220662,0.13923776,-0.03580355
23838,-0.5475275,0.16933051,0.038003962,0.24604072
38010,-0.089138694,-0.0988448,0.15990399,-0.10881962
9072,-0.21582042,-0.56443244,-0.3085882,-0.337765
35548,0.0028507833,-0.20434934,0.19173181,-0.11110796
4093,-0.30777994,-0.101992436,0.21441671,-0.42641702
46609,-0.18554893,-0.19970277,0.16508497,-0.3075445
13823,-0.114051454,-0.1670542,0.081157796,-0.13811597
30107,-0.490516,0.17894581,0.14930947,0.15487754
5054,0.14802785,-0.27724114,0.22877523,-0.35943538
4669,-0.4948258,0.19753818,0.19898054,0.20710045
44021,-0.093555495,-0.15024564,0.14175846,-0.105105475
4351,-0.4739987,0.2236692,0.14225717,0.24022125
24255,0.27269185,-0.18159722,0.27291742,0.36099193
15855,-0.491733,0.11373214,0.095087305,0.15697032
31422,-0.1080965,0.0016253464,0.2581866,-0.1239401
39993,0.023950262,-0.23674516,0.18928134,-0.06968463
23180,-0.043854903,-0.046293426,0.25042245,-0.12811312
21865,0.1417876,-0.27889252,0.14507808,-0.18527879
11730,0.21412678,-0.15877198,0.22904263,0.2751255
48982,-0.011297741,-0.28694135,0.17127903,-0.11550264
41519,0.3568258,-0.042710744,0.3210318,0.81790376
39062,-0.15931557,-0.061798435,0.124730535,-0.083435655
957,-0.28836143,-0.4492634,-0.20066145,-0.39796013
11773,-0.13555102,-0.08931776,0.24306181,-0.10661886
14371,0.33208776,-0.05898323,0.33330452,0.33959743
21282,0.10450442,-0.18838175,0.2223868,-0.23992401
47970,-0.01968267,-0.015819145,0.21652058,-0.0878698
11625,0.13588026,-0.19875337,0.13208215,-0.12502949
15859,-0.100444265,-0.5015866,-0.18983537,-0.3078952
43757,-0.0911291,-0.1087804,0.16195695,0.015968664
32179,-0.107777774,-0.021350974,0.26401335,-0.020517232
38221,0.03548399,-0.1569805,0.15851961,-0.28235772
49324,0.13685192,-0.2787438,0.3116903,0.35786036
23398,0.010410528,-0.34499,0.23799457,-0.12956811
46236,0.0006063542,-0.40342334,0.19252655,-0.14083579
46097,-0.45689142,0.08119016,0.090012275,0.15656939
36410,0.030375343,-0.20900138,0.19790582,-0.03783714
47119,-0.38880992,0.18665454,0.1411141,0.13157722
45520,-0.3216211,0.2083423,0.10887821,0.074686766
45010,0.2532139,-0.2743325,0.2782973,0.4008946
4218,-0.4979611,0.14299802,0.13255204,0.17625251
33405,0.03560469,-0.21927865,0.2346236,-0.17696707
21927,-0.052824017,-0.34604958,0.16221933,-0.06318143
20927,0.16579431,-0.25627157,0.22716895,-0.31781965
14094,-0.49673778,0.1701069,0.15509124,0.24701092
31494,-0.12642555,-0.11572033,0.26081854,-0.0387411
43014,-0.017054752,-0.16719024,0.22527678,-0.05551115
48409,-0.09160002,-0.0024013582,0.24358259,-0.09689012
3054,0.113293305,-0.13728857,0.28585395,-0.2850747
16179,-0.4744975,0.18103229,0.18271191,0.16150534
27983,-0.38852268,0.1484043,0.016076207,0.1019885
45444,-0.42746845,0.25211406,0.20190535,0.1419083
47479,0.14195861,-0.25936002,0.16469668,-0.10041602
7623,-0.5170382,0.1688036,0.15641218,0.21696366
905,0.11651158,-0.02943737,0.28033847,-0.09007611
1029,0.3412009,-0.14495018,0.27234885,0.30816755
44109,-0.113368064,-0.035794668,0.20396186,-0.09407212
49598,-0.21896626,-0.58406854,-0.32311058,-0.4467196
10697,0.08898409,-0.06893294,0.25548053,-0.20671947
33619,-0.4588452,0.12637784,0.16745542,-0.2177856
40101,-0.2737739,0.15409246,0.096844845,0.05858053
9687,-0.07988655,-0.14588776,0.10443754,-0.14884906
19037,-0.27260032,-0.21105003,0.22220388,-0.33807045
7027,-0.03000509,-0.26982164,0.27351967,-0.007895952
10399,0.06283059,-0.36365572,0.14220884,-0.10055493
29146,-0.14970309,-0.21803637,0.13327797,-0.23269407
20342,-0.022761442,-0.24440122,0.273165,-0.10325516
19823,-0.116182305,-0.0632693,0.2235641,-0.059850525
13334,0.11104329,-0.21466772,0.18120918,-0.23174606
17408,-0.20687842,-0.073898576,0.035158616,-0.1687456
2541,0.053147305,-0.2915454,0.21259046,-0.11193293
15319,0.28135097,-0.18684538,0.24483521,0.3256234
22957,-0.45049164,0.2202579,0.16340591,0.17764962
27687,0.18434629,-0.22129445,0.334055,0.31085438
23036,-0.50475115,0.2465473,0.15334186,0.19697788
33400,-0.098292336,-0.29509297,0.104456395,-0.26854813
27657,-0.21842349,0.08812949,0.20806897,0.7956931
44933,-0.383555,0.30476162,0.19200978,0.10183748
36428,-0.12985873,-0.1011188,0.2649472,-0.09485853
16946,0.03212881,-0.22223851,0.19174762,-0.07987638
35063,0.21820551,-0.28018248,0.24082883,0.36400574
24769,0.08392484,-0.29747653,0.19490461,-0.0733357
44224,0.23355785,-0.2874921,0.21934573,0.42425922
25739,-0.4823495,0.13177592,0.16120805,0.14079201
44391,-0.46696496,0.16458863,0.14043434,0.20317678
10577,0.079790324,-0.20032924,0.10291837,-0.21967152
22042,-0.15787901,-0.57606894,-0.30122697,-0.42594025
6631,0.24963334,-0.078004085,0.3317391,0.26484612
47640,-0.10518279,-0.20658487,0.08186964,-0.07547883
39194,-0.44817117,0.2863164,0.09202068,0.21589093
21170,-0.006891644,0.055813506,0.20987763,0.70173824
45863,0.023943545,-0.3344647,0.22182006,-0.07182747
39079,-0.42774647,0.23403475,0.16102815,0.23160337
28363,-0.5717506,0.25078642,0.09124642,0.22571334
5406,-0.09677479,-0.13779382,0.16968739,-0.14048338
5608,-0.10409034,-0.08184616,0.12911616,-0.13494888
43608,0.03157091,-0.3507144,0.1854935,-0.12395705
671,-0.49436283,0.22297888,0.14514571,0.24348441
24233,0.09248316,-0.36062667,0.16178651,-0.17450893
14485,0.2078595,-0.18147457,0.21486472,0.21558042
30564,-0.3381231,-0.094107166,0.20172197,-0.21766573
12023,0.009195092,-0.25180325,0.26035768,-0.08632969
2522,-0.1300053,-0.09031112,0.19894126,-0.08421276
26021,-0.48184162,0.23390357,0.17599538,0.19919242
22850,0.0025992966,0.074325636,0.2999086,0.72992855
12820,0.1629595,-0.32218426,0.21248117,0.32318342
5987,-0.5133738,0.12532994,0.112145655,0.21938626
25084,0.38392776,-0.11640591,0.28971314,0.36725062
36405,0.055789623,-0.12570101,0.28829092,-0.19400364
30240,-0.13910684,-0.2818689,0.06109585,-0.1837525
16069,0.11138647,-0.29327202,0.1689117,-0.06536031
45259,-0.42690527,0.27998948,0.06489595,0.18315068
17146,0.16475002,-0.19388396,0.22760631,-0.2345066
34458,-0.057540163,-0.11165621,0.19941227,-0.15707146
3436,-0.1654543,-0.042000104,0.28119516,0.7820341
33292,-0.07652433,-0.051732097,0.17248122,-0.107574776
6992,-0.13410904,-0.13927147,0.22912817,-0.09461281
38492,0.032825667,-0.31289405,0.15633556,-0.06417226
26860,0.016495077,-0.2722107,0.16796547,-0.21327785
19192,-0.36869398,-0.13102715,0.07891793,-0.26626536
20367,-0.34490743,-0.04914473,0.20011061,-0.3493471
8703,-0.12973297,-0.11124384,0.22899927,-0.022335306
41183,-0.3949866,0.2334234,0.090911165,0.176819
45227,0.0023715172,-0.3597957,0.21590939,-0.10919218
15452,0.11899268,-0.31515327,0.14901657,-0.23055872
31679,-0.016758895,-0.044539146,0.12783019,-0.1312024
10199,-0.03791685,-0.036017537,0.1925591,0.7621305
22376,-0.24729852,-0.16323638,0.11528876,-0.26722208
12971,-0.15890121,0.009457339,0.24269016,0.73956597
5641,0.18276756,-0.18798727,0.18727222,-0.23679316
32102,0.042749897,-0.35481468,0.15983102,-0.16872446
34800,0.068540655,-0.13699667,0.25014684,-0.081487626
36923,0.039575517,-0.35024342,0.14694203,-0.10285802
3405,0.1702184,-0.26130736,0.27882504,0.38459718
46369,0.2584934,-0.21018596,0.15043268,0.26974356
198,-0.1423579,-0.1618304,0.13866177,0.016613513
35098,0.2022674,-0.23681182,0.29676315,-0.22960871
15871,-0.55437547,0.20147267,0.14485545,0.23557572
4177,-0.42312256,0.04666513,0.14492485,0.069773
13948,-0.16186053,-0.13656366,0.19876125,0.015547995
46803,-0.14806643,-0.15701945,0.20838578,-0.07898256
11930,0.2584072,-0.15898177,0.19550604,0.2686588
1714,-0.005198705,-0.21717174,0.27278456,-0.14882818
28762,0.108813286,-0.39173725,0.16503613,-0.18800424
35113,-0.03955067,-0.31166747,0.24966416,-0.09765638
36693,-0.11555491,-0.08286678,0.23797975,-0.06252685
12049,0.0072987042,-0.26632926,0.20474936,-0.08689114
13065,-0.40037024,0.22616522,0.04794303,0.10723144
11720,-0.14722048,-0.055659708,0.24236074,-0.06488588
41057,-0.030544002,-0.4306013,0.11139919,-0.20529637
18713,-0.37984326,-0.05729012,0.037368037,-0.19969173
36483,-0.1876355,0.04877902,0.20501715,-0.0543928
37986,0.19501996,-0.2598113,0.28642768,0.3703152
8080,-0.448597,0.14980082,0.12641858,0.15781389
30987,0.10725345,-0.15474616,0.18242355,-0.1670067
35982,-0.4769455,0.038429078,0.19728726,0.13493073
43959,-0.12161204,-0.10682873,0.16550195,-0.31578264
37719,0.0010053455,-0.3128408,0.19002861,-0.14730829
18802,0.045754742,-0.3816959,0.13363113,-0.12336593
4375,0.09030346,-0.15335396,0.21531567,-0.32511497
12573,-0.5240881,0.18982543,0.13624682,0.2360023
29531,0.030914739,-0.25111514,0.21471058,-0.17448734
15235,-0.57497174,0.17891727,0.13535896,0.2874893
2902,-0.12534802,-0.044739895,0.24178436,0.6789415
7269,-0.3878866,0.26004517,0.13174278,0.12497586
44724,-0.053737167,-0.0020901866,0.18862273,-0.08022691
27263,-0.39469644,0.07779241,0.22159587,0.14927407
17246,-0.13688876,-0.0417373,0.19295819,-0.0900445
25549,-0.22680438,0.0039040209,0.26870608,0.842283
43151,0.048009377,-0.23801029,0.25425097,-0.12008872
29662,-0.11475407,-0.11147549,0.22573833,-0.08820319
33166,-0.034861464,-0.2555206,0.20328815,-0.11978037
2803,-0.0007304854,-0.25715813,0.27139816,-0.15526915
45907,0.042225715,-0.23289359,0.18877226,0.20376843
9242,0.07597895,-0.20686029,0.2535767,-0.09481708
27355,0.13302352,-0.13568984,0.29921344,-0.31166446
887,-0.45053732,0.11887645,0.14651862,0.2302056
25747,0.1200764,-0.11901791,0.27188566,-0.1716031
19852,-0.09272813,-0.5063716,-0.19838874,-0.20665702
46939,0.100920476,-0.29942182,0.22381546,0.23127817
27533,-0.4999392,0.0038356252,0.0310892,0.23010838
42980,-0.10267611,-0.11569608,0.23543687,0.7829327
12934,-0.4620196,0.2386896,0.13253562,0.19105291
154,0.1719208,-0.14276616,0.25522983,0.095841765
19334,-0.16265243,-0.02772201,0.19201389,-0.05858688
14022,-0.09569966,-0.14653222,0.19926228,0.7195133
25516,-0.096472,-0.10853653,0.21909703,-0.099322595
46588,-0.099271595,-0.25183612,0.26262948,-0.020770773
9922,0.0031285158,0.00029262528,0.21906841,-0.03950023
6005,-0.050825298,-0.04220439,0.2037811,0.54780996
2423,0.10807178,-0.16999018,0.25290847,-0.109298766
22522,-0.42809275,0.10281727,0.07424933,0.15605833
15685,0.34682065,-0.13410027,0.26865098,0.3628285
44350,0.05962347,-0.2507947,0.3051856,-0.08178784
36625,0.11247621,-0.11406094,0.29076996,-0.20440196
18709,0.2121303,-0.22115085,0.2123398,0.33750504
